Municipiul Chisinau
Raionul Floresti, Fagadau 
Raionul Floresti, Floresti  
Raionul Floresti, Frumusica 
Raionul Floresti, Frumusica Noua  
Raionul Floresti, Frunzesti 
Raionul Floresti, Ghindesti 
Raionul Floresti, Ghindesti 
Raionul Floresti, Gura Camencii 
Raionul Floresti, Gura Cainarului 
Raionul Floresti, Gvozdova  
Raionul Floresti, Hirtop  
Raionul Floresti, Ion Voda  
Raionul Floresti, Iliciovca 
Raionul Floresti, Ivanovca  
Raionul Floresti, Izvoare 
Raionul Floresti, Japca 
Raionul Floresti, Lunga 
Raionul Floresti, Maiscoe 
Raionul Floresti, Marinesti 
Raionul Floresti, Marculesti  
Raionul Floresti, Marculesti  
Raionul Floresti, Mihailovca  
Raionul Floresti, Napadova  
Raionul Floresti, Nicolaevca  
Raionul Floresti, Nicolaevca (Cuhurestii de Sus)  
Raionul Floresti, Octeabriscoe  
Raionul Floresti, Prajila 
Raionul Floresti, Prodanesti  
Raionul Floresti, Prodanestii Vechi 
Raionul Floresti, Putinesti 
Raionul Floresti, Radulenii Noi 
Raionul Floresti, Radulenii Vechi 
Raionul Floresti, Rosietici 
Raionul Floresti, Rosieticii Vechi  
Raionul Floresti, Sanatauca 
Raionul Floresti, Scaieni 
Raionul Floresti, Sevirova  
Raionul Floresti, Sirbesti  
Raionul Floresti, Stirceni  
Raionul Floresti, Stefanesti  
Raionul Floresti, Temeleuti 
Raionul Floresti, Tirgul Vertiujeni 
Raionul Floresti, Trifanesti  
Raionul Floresti, Tipordei  
Raionul Floresti, Tira  
Raionul Floresti, Tira (statie c.f.)  
Raionul Floresti, Unchitesti  
Raionul Floresti, Unchitesti (statie c.f.)  
Raionul Floresti, Valea Radoaiei  
Raionul Floresti, Varvareuca  
Raionul Floresti, Vascauti  
Raionul Floresti, Vertiujeni  
Raionul Floresti, Zarojeni  
Raionul Floresti, Zaluceni  

Raionul Glodeni
Raionul Glodeni, Balatina  
Raionul Glodeni, Bisericani  
Raionul Glodeni, Brinzeni  
Raionul Glodeni, Butesti 
Raionul Glodeni, Cajba 
Raionul Glodeni, Camenca 
Raionul Glodeni, Camencuta 
Raionul Glodeni, Ciuciulea 
Raionul Glodeni, Clococenii Vechi  
Raionul Glodeni, Cobani  
Raionul Glodeni, Cot 
Raionul Glodeni, Cuhnesti  
Raionul Glodeni, Danu  
Raionul Glodeni, Dusmani 
Raionul Glodeni, Fundurii Noi  
Raionul Glodeni, Fundurii Vechi  
Raionul Glodeni, Glodeni 
Raionul Glodeni, Hijdieni  
Raionul Glodeni, Iabloana  
Raionul Glodeni, Limbenii Noi  
Raionul Glodeni, Limbenii Vechi  
Raionul Glodeni, Lipovat 
Raionul Glodeni, Moara Domneasca 
Raionul Glodeni, Molesti 
Raionul Glodeni, Movileni  
Raionul Glodeni, Nicolaevca  
Raionul Glodeni, Petrunea  
Raionul Glodeni, Serghieni 
Raionul Glodeni, Soroca  
Raionul Glodeni, Stircea 
Raionul Glodeni, Sturzovca 
Raionul Glodeni, Tomestii Noi  
Raionul Glodeni, Tomestii Vechi  
Raionul Glodeni, Ustia 
Raionul Glodeni, Viisoara  

Raionul Hincesti
Raionul Hincesti, Anini 
Raionul Hincesti, Balceana  
Raionul Hincesti, Bobeica 
Raionul Hincesti, Boghiceni 
Raionul Hincesti, Bozieni 
Raionul Hincesti, Bratianovca 
Raionul Hincesti, Bujor 
Raionul Hincesti, Buteni  
Raionul Hincesti, Caracui 
Raionul Hincesti, Calmatui  
Raionul Hincesti, Carpineni 
Raionul Hincesti, Carpineanca 
Raionul Hincesti, Cateleni  
Raionul Hincesti, Chetroseni  
Raionul Hincesti, Cioara  
Raionul Hincesti, Ciuciuleni  
Raionul Hincesti, Cornesti  
Raionul Hincesti, Coroliovca  
Raionul Hincesti, Costesti  
Raionul Hincesti, Cotul Morii 
Raionul Hincesti, Crasnoarmeiscoe 
Raionul Hincesti, Dahnovici 
Raionul Hincesti, Dancu 
Raionul Hincesti, Draguseni 
Raionul Hincesti, Dragusenii Noi  
Raionul Hincesti, Dubovca 
Raionul Hincesti, Feteasca  
